coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_chronically_homeless,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,poverty,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,public_welfare_expenditures_per_capita,total_expenditures_per_capita,zori_rent_value,year
PA-512,York City & County CoC,365.0,294.0,71.0,14.0,235081,224336,10745,444012,0,0.0,0.0,42508,46355.0,99680.50093384378,165461.42102822557,49.8,2333.4314,9466.4434,931.219585107237,2016
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",1156.0,1108.0,48.0,94.0,648489,615242,33247,1226893,0,0.0,0.0,137017,55332.0,52476.85054530101,127480.18532302411,49.8,2333.4314,9466.4434,1046.974633880841,2016
PA-601,Western Pennsylvania CoC,986.0,917.0,69.0,32.0,523627,492824,30803,1033932,0,0.0,0.0,112358,47362.56248379971,48408.49975705824,121279.83130809941,49.8,2333.4314,9466.443399999998,673.572716870407,2016
PA-603,Beaver County CoC,131.0,125.0,6.0,8.0,85443,80207,5236,166926,0,0.0,0.0,15998,44259.0,43063.39626414722,111388.53859329845,49.8,2333.4314,9466.4434,0.0,2016
PA-605,Erie City & County CoC,377.0,367.0,10.0,11.0,133789,125178,8611,276639,0,0.0,0.0,41331,41141.0,61283.11001033564,117278.01768847658,49.8,2333.4314,9466.4434,778.729176942068,2016
RI-500,Rhode Island Statewide CoC,1160.0,1123.0,37.0,144.0,553234,524441,28793,1057816,0,0.0,0.0,134682,50320.35037851574,160451.89563440735,238216.86629020228,49.27000000000001,2752.7893,9811.465200000002,1240.0621194804403,2016
SC-500,Charleston/Low Country CoC,550.0,287.0,263.0,142.0,443141,424129,19012,946457,0,0.0,0.0,115659,48315.852391603636,136047.7882818442,247337.73739075608,61.7,1543.8648,8298.896,1248.3926193470961,2016
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",1829.0,1569.0,260.0,304.0,585017,558708,26309,1242855,0,0.0,0.0,167821,40551.76102200176,59878.407240963876,138931.69193288963,61.7,1543.8648,8298.896,861.033177338131,2016
SC-502,Columbia/Midlands CoC,1350.0,1015.0,335.0,313.0,589879,563104,26775,1211511,0,0.0,0.0,161848,42869.501267425556,61239.37482602567,146150.6645212163,61.7,1543.8648,8298.896,889.8684264996881,2016
SC-503,"Myrtle Beach, Sumter City & County CoC",1322.0,490.0,832.0,229.0,249054,235150,13904,567464,0,0.0,0.0,93898,36579.49196953463,64379.3253218921,138720.77286882373,61.70000000000001,1543.8648,8298.896,787.0479178052,2016
SD-500,South Dakota Statewide CoC,1072.0,887.0,185.0,44.0,235034,228616,6418,425304,0,0.0,0.0,43763,54351.56968192164,124557.11098829645,190096.77642479917,45.54,1301.9915,8123.4544,632.6339613042022,2016
TN-500,Chattanooga/Southeast Tennessee CoC,527.0,450.0,77.0,91.0,222164,211973,10191,462634,0,0.0,0.0,61498,45586.569145371934,73629.40160065351,151184.30128899185,58.11,1752.0059,6750.938199999999,965.8558079712334,2016
TN-501,Memphis/Shelby County CoC,1669.0,1548.0,121.0,106.0,434502,411215,23287,936716,0,0.0,0.0,190199,45707.0,33205.22372083476,105593.53781174863,58.11,1752.0059,6750.9382,928.2716093146228,2016
TN-502,Knoxville/Knox County CoC,748.0,667.0,81.0,134.0,233831,224458,9373,456410,0,0.0,0.0,65480,46426.0,77215.65220041668,161023.89566640332,58.11000000000001,1752.0059,6750.9382,987.5275477353198,2016
TN-503,Central Tennessee CoC,296.0,270.0,26.0,32.0,385209,369576,15633,792353,0,0.0,0.0,74860,56152.94544981845,131124.02808028294,233749.8659362002,58.11,1752.0058999999999,6750.9382,1006.6163410690515,2016
TN-504,Nashville-Davidson County CoC,2365.0,1692.0,673.0,978.0,374155,360601,13554,686420,0,0.0,0.0,99415,58817.0,129310.64928756664,215096.1195915876,58.11000000000001,1752.0059,6750.9382,1287.7601562205484,2016
TN-506,Upper Cumberland CoC,249.0,187.0,62.0,30.0,124734,119070,5664,267232,0,0.0,0.0,33519,41205.5395835828,107436.11896926025,185675.2778912598,58.11,1752.0058999999999,6750.9382,784.5026843058656,2016
TN-507,Jackson/West Tennessee CoC,1541.0,163.0,1378.0,164.0,93652,88820,4832,198489,0,0.0,0.0,33130,41272.24733360539,54259.05690207457,127301.24694082154,58.10999999999999,1752.0059000000003,6750.9382,0.0,2016
TN-509,Appalachian Regional CoC,448.0,299.0,149.0,117.0,152282,144499,7783,340292,0,0.0,0.0,55526,38548.325217754165,57569.193402383724,117784.79087566942,58.11000000000001,1752.0059,6750.9382000000005,269.75494795408116,2016
TN-510,Murfreesboro/Rutherford County CoC,306.0,187.0,119.0,37.0,163741,157663,6078,307724,0,0.0,0.0,31097,39315.0,135757.2639666985,198957.6666656608,58.11,1752.0059000000003,6750.9382,1236.9244417236462,2016
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",630.0,310.0,320.0,93.0,60872,58202,2670,128356,0,0.0,0.0,14401,40116.0,87466.4149694293,159126.49608334323,58.11,1752.0059,6750.9382,1060.9268490545896,2016
TX-500,San Antonio/Bexar County CoC,2781.0,1644.0,1137.0,521.0,905846,871855,33991,1927409,0,0.0,0.0,306859,42946.0,85811.26287842375,158884.07697464817,65.97,1351.79,7705.4946,1075.8364269685549,2016
TX-503,Austin/Travis County CoC,2138.0,1322.0,816.0,742.0,678480,656873,21607,1206283,0,0.0,0.0,143948,60007.0,200520.49324710088,308944.50290762103,65.97,1351.79,7705.4946,1283.814700372463,2016
TX-600,"Dallas City & County, Irving CoC",3810.0,3071.0,739.0,597.0,1812359,1741875,70484,3535801,0,0.0,0.0,472575,56427.09306179844,126313.69650410434,208843.01828749763,65.96999999999998,1351.79,7705.494600000001,1242.5950885361915,2016
TX-601,"Fort Worth, Arlington/Tarrant County CoC",1938.0,1515.0,423.0,189.0,61297,58798,2499,129016,0,0.0,0.0,11838,51217.0,113715.2035568221,219067.53870008202,65.97,1351.79,7705.4946,978.8973988404608,2016
TX-603,El Paso City & County CoC,1100.0,987.0,113.0,105.0,349935,332601,17334,834112,0,0.0,0.0,186707,33661.0,78327.30733524373,121275.49207577677,65.97,1351.79,7705.4946,1021.856562397309,2016
TX-604,Waco/McLennan County CoC,267.0,224.0,43.0,35.0,116150,111548,4602,247573,0,0.0,0.0,44099,38805.0,59105.95315972845,123985.14172655223,65.97,1351.79,7705.4946,964.7730609593877,2016
TX-607,Texas Balance of State CoC,6048.0,3660.0,2388.0,853.0,2868605,2715972,152633,6387422,0,0.0,0.0,1129619,39823.51336924349,72228.1164359237,143446.44506004767,65.97,1351.79,7705.494600000001,853.3910576906753,2016
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",256.0,234.0,22.0,36.0,84924,81116,3808,195814,0,0.0,0.0,27690,40141.07820686979,50457.51193545998,116040.31876493257,65.97,1351.79,7705.4946,509.6634327371098,2016
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",4031.0,2835.0,1196.0,516.0,633046,601625,31421,1299827,0,0.0,0.0,120761,56379.9960987116,149080.18200445967,246490.71441530707,65.97,1351.79,7705.4946,1415.5617245397382,2016
TX-701,"Bryan, College Station/Brazos Valley CoC",161.0,150.0,11.0,10.0,111338,107481,3857,219881,0,0.0,0.0,51022,36185.0,110650.5569245098,193021.54073118904,65.97,1351.79,7705.4946,1229.956061046122,2016
UT-500,Salt Lake City & County CoC,1891.0,1834.0,57.0,164.0,599503,581020,18483,1120751,0,0.0,0.0,104297,47524.0,193871.13559531103,283379.9068792918,49.55,1229.5185,7815.5377,1116.4038550575292,2016
UT-503,Utah Balance of State CoC,738.0,600.0,138.0,17.0,432866,418249,14617,920047,0,0.0,0.0,91831,38286.55202505959,161889.26487990678,243897.35814260188,49.550000000000004,1229.5185,7815.5377,886.5934128984123,2016
UT-504,Provo/Mountainland CoC,178.0,137.0,41.0,9.0,23791,23066,725,40564,0,0.0,0.0,2412,117417.0,256331.52642587546,524076.2174579248,49.55,1229.5185,7815.5377,0.0,2016
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",762.0,692.0,70.0,94.0,428157,412049,16108,791865,0,0.0,0.0,60344,56825.176378549375,138764.37619801683,220233.03582558036,55.54,1364.0621000000003,8440.7251,979.277608065093,2016
VA-513,"Harrisonburg, Winchester/Western Virginia CoC",268.0,261.0,7.0,69.0,19725,18940,785,39197,0,0.0,0.0,3922,43618.0,133704.193977365,212225.10487322902,55.54,1364.0621,8440.7251,0.0,2016
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",209.0,175.0,34.0,13.0,68383,65749,2634,143641,0,0.0,0.0,7935,51917.0,228042.73516090997,331088.9493806857,55.54,1364.0621,8440.7251,1498.0903622434264,2016
VA-521,Virginia Balance of State CoC,654.0,498.0,156.0,58.0,50857,48771,2086,103834,0,0.0,0.0,10358,54592.05786158676,158763.11853579586,282048.14595846954,55.53999999999999,1364.0620999999999,8440.7251,0.0,2016
VA-600,Arlington County CoC,174.0,155.0,19.0,41.0,146628,142857,3771,231805,0,0.0,0.0,17151,87136.0,315745.91540950147,590281.5828095871,55.54,1364.0621,8440.7251,2022.644621848266,2016
VA-602,Loudoun County CoC,134.0,115.0,19.0,16.0,207602,201078,6524,385750,0,0.0,0.0,13511,74411.0,345552.57320481975,499416.71330551064,55.54,1364.0621,8440.7251,1742.2103962859217,2016
VT-501,Burlington/Chittenden County CoC,332.0,270.0,62.0,68.0,95560,93248,2312,161839,0,0.0,0.0,14667,57199.0,184045.0032154442,275251.0293662508,43.74,2952.9121,11364.248,1407.226525212887,2016
WA-500,Seattle/King County CoC,10730.0,6225.0,4505.0,814.0,1213173,1166951,46222,2167863,0,0.0,0.0,196841,78776.0,295642.2160672902,481501.5425153637,50.47,1609.9751,9612.8439,1738.5794351785914,2016
WA-501,Washington Balance of State CoC,5706.0,3107.0,2599.0,860.0,819816,770022,49794,1774895,0,0.0,0.0,221195,44318.7421701002,158110.95659906536,249435.92763046498,50.470000000000006,1609.9751,9612.8439,874.6429422126962,2016
WA-502,Spokane City & County CoC,981.0,809.0,172.0,188.0,234673,220625,14048,497163,0,0.0,0.0,64514,41698.0,124860.62397014727,200268.3739091023,50.47,1609.9751,9612.8439,910.8381228168128,2016
WA-504,Everett/Snohomish County CoC,960.0,489.0,471.0,254.0,415292,397875,17417,787886,0,0.0,0.0,62396,49970.0,266104.7131459027,381914.71589627926,50.47,1609.9751,9612.8439,1417.6643140035997,2016
WA-508,Vancouver/Clark County CoC,688.0,463.0,225.0,63.0,220996,207736,13260,465911,0,0.0,0.0,41909,47987.0,227916.13858882268,302590.8272551309,50.47,1609.9751,9612.8439,1232.0322481295382,2016
WI-500,Wisconsin Balance of State CoC,3445.0,3313.0,132.0,187.0,1549495,1492513,56982,2828498,0,0.0,0.0,259566,49382.223523226814,98989.97048681598,169594.1347470571,44.71000000000001,2107.6843,8788.7615,247.47423700307053,2016
WI-501,Milwaukee City & County CoC,1415.0,1208.0,207.0,58.0,475320,452193,23127,955121,0,0.0,0.0,183511,43139.0,63555.38439635353,131862.71201667815,44.71,2107.6843,8788.7615,942.746157604559,2016
WI-502,Racine City & County CoC,196.0,195.0,1.0,2.0,99453,94662,4791,194915,0,0.0,0.0,25798,45058.0,73570.36367784457,136784.3338186502,44.71,2107.6843,8788.7615,0.0,2016
WI-503,Madison/Dane County CoC,629.0,559.0,70.0,116.0,316992,308144,8848,531775,0,0.0,0.0,56594,56450.0,160607.17934662657,251711.98229178353,44.71,2107.6843,8788.7615,1096.5531276795093,2016
WV-500,"Wheeling, Weirton Area CoC",91.0,88.0,3.0,28.0,33594,31541,2053,72338,0,0.0,0.0,10237,47390.80504022782,36426.76091120929,86494.84955059059,53.08,2585.7071,8838.2166,0.0,2016
WV-501,"Huntington/Cabell, Wayne Counties CoC",228.0,212.0,16.0,13.0,56931,53908,3023,136515,0,0.0,0.0,28780,36292.1515584368,35171.63848607716,87952.77547791626,53.07999999999999,2585.7071,8838.2166,0.0,2016
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",320.0,288.0,32.0,40.0,85575,80899,4676,186400,0,0.0,0.0,30852,44323.0,44013.80328903277,96668.55306260905,53.08,2585.7071,8838.2166,679.7637780345927,2016
WV-508,West Virginia Balance of State CoC,748.0,664.0,84.0,84.0,192562,183639,8923,400548,0,0.0,0.0,57767,41785.22348632374,86300.53899342069,154913.93829904523,53.08,2585.7071,8838.2166,586.1060972657679,2016
AK-501,Alaska Balance of State CoC,748.0,610.0,138.0,95.0,46308,43862,2446,99812,0,0.0,0.0,7671,53922.0,104120.75084661799,202686.40074835627,32.03,2723.6428999999994,20029.352,0.0,2015
AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",1153.0,916.0,237.0,241.0,418090,395527,22563,869764,0,0.0,0.0,133455,49506.32459724707,50115.06791097737,127664.95077651432,62.68000000000001,1659.7148,8206.1271,942.520566515141,2015
AL-501,Mobile City & County/Baldwin County CoC,578.0,364.0,214.0,107.0,273976,256205,17771,617755,0,0.0,0.0,101145,38234.76158509441,51712.22048314484,121766.13584648717,62.68,1659.7148,8206.1271,853.2430564307949,2015
AL-503,Huntsville/North Alabama CoC,420.0,357.0,63.0,119.0,265103,250262,14841,564106,0,0.0,0.0,77771,43546.93321113408,50249.100114639565,113752.84132449864,62.68,1659.7148000000002,8206.1271,552.5892972045983,2015
AL-504,Montgomery City & County CoC,441.0,373.0,68.0,24.0,166995,157385,9610,363226,0,0.0,0.0,67032,40025.257544889406,45601.032575786594,112129.00733238104,62.68,1659.7147999999997,8206.1271,558.0781552869119,2015
AL-506,Tuscaloosa City & County CoC,339.0,144.0,195.0,50.0,98625,93229,5396,204953,0,0.0,0.0,38704,36274.0,48327.560446586824,134822.50270052816,62.67999999999999,1659.7148,8206.1271,0.0,2015
AL-507,Alabama Balance of State CoC,638.0,472.0,166.0,36.0,285920,268188,17732,681123,0,0.0,0.0,129593,35492.233978297605,51526.49632470682,111641.63440773803,62.68,1659.7147999999997,8206.1271,262.42227496527494,2015
AR-500,Little Rock/Central Arkansas CoC,830.0,491.0,339.0,220.0,276204,264152,12052,581694,0,0.0,0.0,95201,44983.16272988891,50349.76181526842,130429.9489770932,60.09000000000002,2219.0464,7793.88,537.751284564247,2015
AR-501,Fayetteville/Northwest Arkansas CoC,665.0,604.0,61.0,202.0,265043,255086,9957,538322,0,0.0,0.0,71939,56813.63195448078,79253.64239872897,141032.39512660803,60.09,2219.0464,7793.88,868.0691187840343,2015
AR-503,Arkansas Balance of State CoC,814.0,425.0,389.0,109.0,181372,172656,8716,387414,0,0.0,0.0,65243,35438.25604650322,57387.565445662585,122728.79271429016,60.09,2219.0464,7793.879999999999,523.738450715132,2015
AZ-500,Arizona Balance of State CoC,2402.0,1097.0,1305.0,542.0,341925,317634,24291,799298,0,0.0,0.0,143080,34448.94608894305,112886.12430305328,198792.07967219703,65.97,1505.9193,6178.7667,514.1721097487708,2015
AZ-501,Tucson/Pima County CoC,1863.0,1500.0,363.0,344.0,467826,442099,25727,1009490,0,0.0,0.0,184628,38823.0,101527.94521325898,170362.06817639546,65.97,1505.9193,6178.7667,895.9540159417214,2015
AZ-502,"Phoenix, Mesa/Maricopa County CoC",5631.0,4342.0,1289.0,480.0,2033488,1928852,104636,4174423,0,0.0,0.0,667637,42761.0,133979.4924834118,217675.50435245468,65.97,1505.9193,6178.7667,1019.2207332203528,2015
CA-500,San Jose/Santa Clara City & County CoC,6556.0,1929.0,4627.0,2207.0,1012215,969950,42265,1915736,0,0.0,0.0,156430,85338.0,530990.3669249945,853659.0786985903,61.17,2627.1338,10536.805,2648.837705287199,2015
CA-502,"Oakland, Berkeley/Alameda County CoC",4040.0,1643.0,2397.0,750.0,819008,779897,39111,1634326,0,0.0,0.0,184716,62664.0,355738.5820640188,610737.8337544686,61.17,2627.1338,10536.805,2250.3499690130184,2015
CA-503,Sacramento City & County CoC,2659.0,1711.0,948.0,502.0,684577,643295,41282,1493547,0,0.0,0.0,250325,46674.0,178535.60388331115,277940.127600119,61.17000000000001,2627.1338,10536.805,1260.890449918164,2015
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",3097.0,1037.0,2060.0,702.0,257659,246028,11631,500598,0,0.0,0.0,54563,54225.0,303366.5404800319,488023.770866748,61.17,2627.1338000000005,10536.805,1767.953755431506,2015
CA-505,Richmond/Contra Costa County CoC,2031.0,704.0,1327.0,621.0,544617,517048,27569,1124148,0,0.0,0.0,114123,68323.0,297336.45803270175,486004.40361943404,61.169999999999995,2627.1338,10536.805,2064.6422237376905,2015
CA-506,"Salinas/Monterey, San Benito Counties CoC",2959.0,852.0,2107.0,598.0,248033,227947,20086,488454,0,0.0,0.0,69186,50181.10525453779,271782.39431026764,419593.5012810856,61.17,2627.1338,10536.805,1356.327981849718,2015
CA-507,Marin County CoC,1318.0,483.0,835.0,281.0,138677,133718,4959,260974,0,0.0,0.0,19100,112840.0,480664.33258587547,856196.9491452716,61.17,2627.1338,10536.805,3007.0256870743633,2015
CA-508,Watsonville/Santa Cruz City & County CoC,1964.0,610.0,1354.0,582.0,143227,132434,10793,273495,0,0.0,0.0,40480,57880.0,365461.3198329752,608906.7797153196,61.17,2627.1338,10536.805,2148.6135121407237,2015
CA-510,"Turlock, Modesto/Stanislaus County CoC",1408.0,725.0,683.0,59.0,240986,217971,23015,532954,0,0.0,0.0,103646,39444.0,155844.90931212253,234825.79338819,61.17,2627.1338,10536.805,1060.5381143670452,2015
CA-511,Stockton/San Joaquin County CoC,1708.0,1173.0,535.0,293.0,314401,286281,28120,721919,0,0.0,0.0,124606,39086.0,160053.68502144393,269015.14554801147,61.17000000000001,2627.1338,10536.805,1386.9834921409533,2015
CA-512,Daly City/San Mateo County CoC,1483.0,708.0,775.0,319.0,434234,419310,14924,765479,0,0.0,0.0,63663,101261.0,560202.7544988972,938975.0675332291,61.17,2627.1338,10536.805,2781.1888532914672,2015
CA-513,"Visalia/Kings, Tulare Counties CoC",862.0,417.0,445.0,349.0,259855,230119,29736,606754,0,0.0,0.0,154039,35278.572627456924,97627.15017379892,166449.94636754526,61.17,2627.1338,10536.805,829.2395992842839,2015
CA-514,Fresno City & County/Madera County CoC,1722.0,539.0,1183.0,368.0,500115,448654,51461,1122337,0,0.0,0.0,274927,38274.201208727856,112539.90916087595,195504.3484806162,61.17000000000001,2627.1338,10536.805,913.7884649640636,2015
CA-515,"Roseville, Rocklin/Placer, Nevada Counties CoC",796.0,297.0,499.0,334.0,224345,212755,11590,471586,0,0.0,0.0,44230,58389.43213751044,271619.52527179825,395668.61854453816,61.17,2627.1338,10536.804999999998,1292.9341740215193,2015
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",591.0,244.0,347.0,298.0,84882,78303,6579,209642,0,0.0,0.0,37513,39722.60336192175,7793.210474439935,197960.20863436227,61.17,2627.1338000000005,10536.805,751.8681451504136,2015
CA-517,Napa City & County CoC,293.0,179.0,114.0,132.0,73717,70290,3427,140766,0,0.0,0.0,13960,64005.0,342704.1238134993,523553.59424685524,61.17,2627.1338,10536.805,1970.1837507408852,2015
CA-518,Vallejo/Solano County CoC,1082.0,287.0,795.0,227.0,204869,192237,12632,433378,0,0.0,0.0,50972,44150.0,234544.34823370978,340849.76781857066,61.17,2627.1338000000005,10536.805,1448.6812762439374,2015
CA-519,"Chico, Paradise/Butte County CoC",571.0,286.0,285.0,257.0,101066,93766,7300,224643,0,0.0,0.0,47269,39483.0,130829.58283644401,229413.45222033313,61.17,2627.1338,10536.805,1067.1968192111385,2015
CA-520,Merced City & County CoC,898.0,155.0,743.0,221.0,114061,101031,13030,266133,0,0.0,0.0,68026,35610.0,122133.77176429894,192052.83887931574,61.17,2627.1338,10536.805,1016.4938305861128,2015
CA-521,"Davis, Woodland/Yolo County CoC",498.0,305.0,193.0,87.0,104154,97384,6770,211998,0,0.0,0.0,35877,49176.0,223695.31545463658,344003.30635054543,61.17,2627.1337999999996,10536.804999999998,1469.8822163380323,2015
CA-522,Humboldt County CoC,1180.0,244.0,936.0,392.0,62290,58782,3508,135177,0,0.0,0.0,27616,41389.0,135038.716268665,249305.932967728,61.17,2627.1338,10536.805,0.0,2015
CA-524,Yuba City & County/Sutter County CoC,716.0,205.0,511.0,198.0,72460,65060,7400,169263,0,0.0,0.0,32534,38899.861694522726,131451.39243090258,214242.44482913622,61.17000000000001,2627.1338,10536.805,0.0,2015
CA-525,El Dorado County CoC,269.0,121.0,148.0,104.0,87892,82840,5052,184627,0,0.0,0.0,16634,59153.0,233444.52453919,387167.76430899126,61.17,2627.1338,10536.805,1401.6630195712992,2015
CA-527,Tehama County CoC,138.0,78.0,60.0,34.0,25019,23029,1990,63150,0,0.0,0.0,14073,36140.0,71273.12519868217,166798.52222942482,61.17,2627.1338,10536.805,0.0,2015
CA-529,Lake County CoC,315.0,27.0,288.0,0.0,29006,26790,2216,64266,0,0.0,0.0,13006,37014.0,80190.00700894244,165749.55060561412,61.17,2627.1338,10536.805,0.0,2015
CA-601,San Diego City and County CoC,8742.0,4586.0,4156.0,1689.0,1548794,1467686,81108,3280825,0,0.0,0.0,445948,53679.0,294989.9059318196,463516.24674315174,61.17,2627.1338,10536.805,1821.7536577967626,2015
CA-602,"Santa Ana, Anaheim/Orange County CoC",4452.0,2251.0,2201.0,580.0,1584296,1513060,71236,3148952,0,0.0,0.0,398428,60369.0,385746.55494330265,588830.101517207,61.17,2627.1338,10536.805,2032.088261651704,2015
CA-603,Santa Maria/Santa Barbara County CoC,1729.0,839.0,890.0,374.0,217158,205591,11567,442051,0,0.0,0.0,66475,55620.0,276876.941474697,467024.05416663043,61.17,2627.1338,10536.805,2021.857636020437,2015
CA-604,Bakersfield/Kern County CoC,954.0,545.0,409.0,167.0,390138,350050,40088,876548,0,0.0,0.0,185990,37041.0,103277.30955603636,179497.87175955038,61.17,2627.1338000000005,10536.804999999998,1067.6407269584258,2015
CA-608,Riverside City & County CoC,2372.0,884.0,1488.0,532.0,1033458,963825,69633,2344648,0,0.0,0.0,377244,36418.0,198563.67872563621,310045.29867558356,61.17,2627.1338,10536.805,1470.8419732054572,2015
CA-609,San Bernardino City & County CoC,2149.0,838.0,1311.0,564.0,919308,859733,59575,2114352,0,0.0,0.0,394031,35399.0,141348.2296451029,261977.3805028765,61.17,2627.1338,10536.805,1452.608351691732,2015
