coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,year
NC-504,"Greensboro, High Point CoC",721.0,637.0,84.0,468.0,253.0,209.0,18.0,479.0,5.0,257680,244175,13505,524520,0.0,0.0,0.0,42771.0,46106.000378610916,130809.02838588365,58.7,2016
NC-505,Charlotte/Mecklenburg County CoC,1818.0,1631.0,187.0,1016.0,800.0,338.0,60.0,1415.0,1.0,581630,554067,27563,1058056,0.0,0.0,0.0,55557.0,114233.51732883614,198910.4856061379,58.7,2016
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",389.0,261.0,128.0,251.0,137.0,255.0,12.0,107.0,0.0,192010,181930,10080,410173,0.0,0.0,0.0,41437.93570274006,124594.81801096235,214400.0896159476,58.7,2016
NC-507,Raleigh/Wake County CoC,818.0,680.0,138.0,540.0,277.0,180.0,54.0,604.0,1.0,554963,531092,23871,1048933,0.0,0.0,0.0,55025.0,159331.49582058412,265310.38499166985,58.7,2016
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",328.0,243.0,85.0,198.0,129.0,177.0,17.0,138.0,1.0,192959,182847,10112,394999,0.0,0.0,0.0,37882.31087926805,53589.19966155465,123763.8048945727,58.7,2016
NC-511,Fayetteville/Cumberland County CoC,515.0,224.0,291.0,327.0,188.0,120.0,16.0,375.0,0.0,126947,118818,8129,333723,0.0,0.0,0.0,35766.0,38579.73048838836,111616.33837021586,58.7,2016
NC-513,Chapel Hill/Orange County CoC,80.0,65.0,15.0,59.0,21.0,40.0,6.0,39.0,0.0,74699,71532,3167,142849,0.0,0.0,0.0,60008.0,138266.91118235022,255979.8812770826,58.7,2016
NC-516,Northwest North Carolina CoC,520.0,116.0,404.0,264.0,256.0,491.0,51.0,29.0,0.0,96026,91345,4681,210315,0.0,0.0,0.0,33825.72222618453,73421.21747194245,151767.4093626489,58.7,2016
ND-500,North Dakota Statewide CoC,923.0,707.0,216.0,590.0,331.0,510.0,79.0,129.0,5.0,376359,365022,11337,684615,0.0,0.0,0.0,53218.22304214778,118305.53968778579,190315.2006867721,40.8,2016
NE-500,Nebraska Balance of State CoC,551.0,539.0,12.0,293.0,258.0,491.0,78.0,23.0,0.0,452676,438996,13680,840822,0.0,0.0,0.0,46511.713103367896,57142.49785809294,119790.87166262679,49.88,2016
NE-501,"Omaha, Council Bluffs CoC",1509.0,1452.0,57.0,1043.0,463.0,884.0,203.0,434.0,8.0,430698,416807,13891,827986,0.0,0.0,0.0,53977.419641153356,93181.86065161607,161793.8613254585,49.68319804924238,2016
NE-502,Lincoln CoC,694.0,662.0,32.0,435.0,259.0,483.0,81.0,113.0,3.0,169981,165281,4700,310561,0.0,0.0,0.0,45654.0,111231.17959875516,170483.2749118751,49.88,2016
NH-500,New Hampshire Balance of State CoC,670.0,594.0,76.0,358.0,309.0,598.0,28.0,42.0,1.0,520158,505718,14440,932103,0.0,0.0,0.0,56761.368477518045,148211.7842449832,229867.0451842363,44.49,2016
NH-501,Manchester CoC,400.0,346.0,54.0,217.0,183.0,325.0,47.0,33.0,0.0,232318,225282,7036,411591,0.0,0.0,0.0,56330.0,174005.1006147883,256721.4518297253,44.49,2016
NH-502,Nashua/Hillsborough County CoC,296.0,283.0,13.0,187.0,109.0,260.0,44.0,19.0,1.0,232318,225282,7036,411591,0.0,0.0,0.0,56330.0,174005.1006147883,256721.4518297253,44.49,2016
NJ-500,Atlantic City & County CoC,476.0,360.0,116.0,364.0,112.0,244.0,54.0,213.0,12.0,122855,113793,9062,267212,0.0,0.0,0.0,44735.0,81096.46336074773,168849.49464142165,51.93,2016
NJ-501,Bergen County CoC,296.0,285.0,11.0,150.0,146.0,174.0,79.0,111.0,8.0,480916,460970,19946,928381,0.0,0.0,0.0,78836.0,282529.3709175367,425501.3175913676,51.93,2016
NJ-502,Burlington County CoC,926.0,913.0,13.0,469.0,457.0,421.0,63.0,480.0,1.0,230410,220184,10226,447092,0.0,0.0,0.0,57583.0,120205.42625731985,214784.68887855866,51.93,2016
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",1068.0,829.0,239.0,691.0,377.0,488.0,157.0,526.0,5.0,515180,484328,30852,1044742,0.0,0.0,0.0,48463.55589035379,90119.26353593142,176775.73494382465,51.93,2016
NJ-504,Newark/Essex County CoC,1779.0,1336.0,443.0,985.0,789.0,389.0,312.0,1297.0,5.0,369898,347867,22031,793073,0.0,0.0,0.0,60735.0,164265.2515285232,333588.57376572496,51.93,2016
NJ-506,"Jersey City, Bayonne/Hudson County CoC",829.0,603.0,226.0,540.0,288.0,395.0,346.0,402.0,6.0,360730,344004,16726,668673,0.0,0.0,0.0,56597.0,182968.54172949764,334044.3501258175,51.93,2016
NJ-507,New Brunswick/Middlesex County CoC,457.0,373.0,84.0,261.0,194.0,220.0,144.0,221.0,4.0,437739,418503,19236,825298,0.0,0.0,0.0,56207.0,179000.1010304621,293403.0961867588,51.93,2016
NJ-508,Monmouth County CoC,344.0,299.0,45.0,192.0,152.0,172.0,66.0,146.0,0.0,327641,313165,14476,623055,0.0,0.0,0.0,73074.0,226728.18499583995,373033.15366425324,51.93,2016
NJ-509,Morris County CoC,410.0,376.0,34.0,241.0,169.0,251.0,83.0,122.0,4.0,259361,249294,10067,493831,0.0,0.0,0.0,91252.0,255623.94381275692,405881.53134724963,51.93,2016
NJ-510,Lakewood Township/Ocean County CoC,429.0,375.0,54.0,202.0,227.0,311.0,74.0,111.0,1.0,268831,254901,13930,591142,0.0,0.0,0.0,48826.0,153727.12684740016,264195.82611751475,51.93,2016
NJ-511,Paterson/Passaic County CoC,432.0,396.0,36.0,209.0,223.0,163.0,157.0,260.0,1.0,244584,229603,14981,504001,0.0,0.0,0.0,46617.0,181487.87526663905,289027.9258252806,51.93,2016
NJ-513,Somerset County CoC,218.0,209.0,9.0,126.0,92.0,93.0,29.0,114.0,0.0,172875,165923,6952,330003,0.0,0.0,0.0,92352.0,224227.70854871313,379751.2002552792,51.93,2016
NJ-514,Trenton/Mercer County CoC,465.0,421.0,44.0,309.0,155.0,157.0,74.0,291.0,2.0,198847,190295,8552,367929,0.0,0.0,0.0,63905.0,88014.63840085104,221523.06421279898,51.93,2016
NJ-515,Elizabeth/Union County CoC,513.0,451.0,62.0,264.0,249.0,189.0,134.0,310.0,2.0,276619,262443,14176,552814,0.0,0.0,0.0,61978.0,168738.31135178477,306619.42736318597,51.93,2016
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",253.0,235.0,18.0,145.0,108.0,168.0,24.0,78.0,5.0,196265,187767,8498,373082,0.0,0.0,0.0,64526.29529701245,154069.9549201376,266635.82107699144,51.92999999999999,2016
NM-500,Albuquerque CoC,1222.0,1039.0,183.0,799.0,419.0,710.0,500.0,139.0,6.0,329282,309914,19368,677883,0.0,0.0,0.0,41174.0,122698.99410097179,181514.71193220824,53.07,2016
NM-501,New Mexico Balance of State CoC,1041.0,770.0,271.0,605.0,429.0,563.0,377.0,42.0,12.0,472908,438913,33995,1083539,0.0,0.0,0.0,39147.70238450116,77559.44629042307,158581.8643109176,53.07,2016
NV-500,Las Vegas/Clark County CoC,6208.0,2477.0,3731.0,4711.0,1492.0,3393.0,815.0,2061.0,179.0,1040292,978799,61493,2140240,0.0,0.0,0.0,43826.0,134036.9671805028,221152.5643459936,57.3,2016
NV-501,"Reno, Sparks/Washoe County CoC",989.0,869.0,120.0,712.0,276.0,758.0,106.0,131.0,10.0,227991,216417,11574,449990,0.0,0.0,0.0,52678.0,192540.0118398959,303136.7194808896,57.3,2016
NV-502,Nevada Balance of State CoC,201.0,125.0,76.0,118.0,83.0,178.0,29.0,4.0,0.0,119930,112736,7194,272220,0.0,0.0,0.0,44066.51082212916,114096.92447345651,204319.7512340326,57.3,2016
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",860.0,791.0,69.0,498.0,360.0,293.0,142.0,526.0,3.0,363421,346044,17377,744150,0.0,0.0,0.0,48713.0,89169.02544688468,148332.80705403537,48.17,2016
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",506.0,380.0,126.0,273.0,233.0,426.0,11.0,57.0,3.0,138822,130798,8024,311719,0.0,0.0,0.0,39090.804192237236,48238.41477634834,95471.63813023522,48.17,2016
NY-503,Albany City & County CoC,748.0,722.0,26.0,493.0,254.0,301.0,62.0,396.0,0.0,158526,151974,6552,307810,0.0,0.0,0.0,55126.0,139110.72920349913,209623.35657323684,48.17,2016
NY-504,Cattaraugus County CoC,27.0,27.0,0.0,17.0,10.0,22.0,0.0,0.0,0.0,34879,32760,2119,77711,0.0,0.0,0.0,36614.0,31593.310799808747,72230.82124460109,48.17,2016
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",867.0,840.0,27.0,551.0,313.0,461.0,78.0,338.0,9.0,311303,295756,15547,660742,0.0,0.0,0.0,45034.13418399315,70714.8362828639,123037.99862526562,48.17,2016
NY-507,Schenectady City & County CoC,345.0,276.0,69.0,218.0,127.0,150.0,28.0,159.0,1.0,75807,72465,3342,154473,0.0,0.0,0.0,46850.0,98596.27870063057,162202.78919458704,48.17,2016
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",962.0,905.0,57.0,564.0,398.0,383.0,95.0,525.0,6.0,611273,579622,31651,1270291,0.0,0.0,0.0,44944.68940660053,76960.3303925865,137123.01335832092,48.17,2016
NY-510,Ithaca/Tompkins County CoC,86.0,56.0,30.0,55.0,31.0,56.0,5.0,29.0,1.0,50377,48245,2132,103042,0.0,0.0,0.0,41008.0,124118.35868042574,198734.93082509236,48.17000000000001,2016
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",276.0,248.0,28.0,202.0,73.0,251.0,3.0,19.0,0.0,202235,191296,10939,445242,0.0,0.0,0.0,39416.73460275536,56676.30949789092,106065.93091284158,48.17,2016
NY-512,Troy/Rensselaer County CoC,179.0,167.0,12.0,86.0,93.0,82.0,30.0,74.0,0.0,81585,78036,3549,159311,0.0,0.0,0.0,45280.0,109537.0750650487,172120.2443483141,48.17,2016
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",58.0,58.0,0.0,44.0,14.0,51.0,0.0,6.0,0.0,126308,120383,5925,259976,0.0,0.0,0.0,44021.56007862264,75042.5518352652,134119.5604232089,48.17,2016
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",23.0,23.0,0.0,10.0,13.0,22.0,8.0,0.0,0.0,56159,52844,3315,129310,0.0,0.0,0.0,37313.0,38904.49609917539,80907.1560516405,48.17,2016
NY-516,Clinton County CoC,132.0,130.0,2.0,81.0,51.0,121.0,6.0,10.0,0.0,35822,33869,1953,80521,0.0,0.0,0.0,41163.0,64734.86774862994,124869.62541172186,48.17,2016
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",160.0,143.0,17.0,83.0,77.0,83.0,17.0,57.0,2.0,162610,154275,8335,364232,0.0,0.0,0.0,40165.5767258231,57269.374493058756,108418.71522712728,48.17,2016
NY-519,"Columbia, Greene Counties CoC",116.0,114.0,2.0,61.0,55.0,85.0,24.0,22.0,0.0,52048,49811,2237,108282,0.0,0.0,0.0,48750.09719066881,113314.28687335554,190534.73427349472,48.169999999999995,2016
NY-520,"Franklin, Essex Counties CoC",27.0,25.0,2.0,17.0,10.0,26.0,0.0,1.0,0.0,37052,34973,2079,88768,0.0,0.0,0.0,37948.67294520548,46804.11199743965,106259.27012762873,48.17000000000001,2016
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",119.0,110.0,9.0,80.0,39.0,111.0,6.0,6.0,0.0,57443,53744,3699,139936,0.0,0.0,0.0,43448.448890921565,63532.245171710114,127424.1463299215,48.17000000000001,2016
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",268.0,252.0,16.0,164.0,102.0,230.0,8.0,22.0,3.0,180214,172448,7766,358084,0.0,0.0,0.0,55734.03151774444,138914.34626844057,217755.0597731367,48.17,2016
NY-600,New York City CoC,73523.0,70685.0,2838.0,37868.0,35441.0,13357.0,37100.0,49894.0,888.0,4087558,3877386,210172,8468954,0.0,0.0,0.0,65832.25921382972,188313.5282935826,425964.0735076753,48.17,2016
NY-601,Poughkeepsie/Dutchess County CoC,385.0,363.0,22.0,196.0,189.0,186.0,68.0,152.0,0.0,143108,137045,6063,293065,0.0,0.0,0.0,51835.0,166399.45406116368,248417.32131547175,48.17,2016
NY-602,"Newburgh, Middletown/Orange County CoC",343.0,323.0,20.0,195.0,148.0,147.0,79.0,156.0,2.0,178963,171096,7867,377894,0.0,0.0,0.0,47969.0,130327.41875314085,217250.58250931953,48.17,2016
NY-603,"Nassau, Suffolk Counties CoC",3960.0,3845.0,115.0,1948.0,2012.0,1628.0,845.0,1961.0,22.0,1474377,1412254,62123,2842766,0.0,0.0,0.0,72220.8330347978,275060.233146304,410763.8849684384,48.17,2016
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",1750.0,1716.0,34.0,921.0,828.0,499.0,385.0,1193.0,1.0,477963,457115,20848,970461,0.0,0.0,0.0,96251.0,312451.49470234656,537165.679499644,48.17,2016
NY-606,Rockland County CoC,141.0,109.0,32.0,80.0,61.0,83.0,50.0,37.0,4.0,152561,146064,6497,323231,0.0,0.0,0.0,56298.0,251651.08333290802,384686.373096671,48.17,2016
NY-607,Sullivan County CoC,163.0,163.0,0.0,104.0,59.0,107.0,23.0,39.0,0.0,34048,32392,1656,74913,0.0,0.0,0.0,42061.0,59118.7696569836,119759.713328207,48.17,2016
NY-608,Kingston/Ulster County CoC,328.0,290.0,38.0,171.0,156.0,204.0,55.0,100.0,0.0,88189,84222,3967,179045,0.0,0.0,0.0,46273.0,124061.2546701826,198940.38349810443,48.17,2016
OH-500,Cincinnati/Hamilton County CoC,1116.0,1056.0,60.0,777.0,337.0,387.0,12.0,668.0,1.0,406542,388426,18116,811766,0.0,0.0,0.0,55168.0,60550.05263691766,131863.43458693827,50.88000000000001,2016
OH-501,Toledo/Lucas County CoC,599.0,584.0,15.0,348.0,248.0,260.0,20.0,317.0,1.0,211249,200233,11016,433113,0.0,0.0,0.0,43439.0,25090.86849925734,83109.41009060864,50.88,2016
OH-502,Cleveland/Cuyahoga County CoC,1697.0,1623.0,74.0,1233.0,457.0,487.0,91.0,1178.0,7.0,612160,578168,33992,1254324,0.0,0.0,0.0,50693.0,43629.35978887123,106123.1930556599,50.88,2016
OH-503,Columbus/Franklin County CoC,1724.0,1385.0,339.0,1090.0,629.0,532.0,58.0,1045.0,10.0,669446,641672,27774,1275212,0.0,0.0,0.0,48167.0,63510.51509873943,144842.06411103203,50.88,2016
OH-504,Youngstown/Mahoning County CoC,346.0,308.0,38.0,208.0,138.0,174.0,31.0,129.0,0.0,106380,99542,6838,230263,0.0,0.0,0.0,40935.0,22881.688077594154,72438.13537426351,50.88,2016
OH-505,"Dayton, Kettering/Montgomery County CoC",751.0,708.0,43.0,465.0,286.0,321.0,21.0,385.0,4.0,251039,238575,12464,532274,0.0,0.0,0.0,43347.0,32708.613977014757,88736.38005934778,50.88,2016
OH-506,Akron/Summit County CoC,679.0,592.0,87.0,402.0,276.0,311.0,8.0,319.0,1.0,273479,259430,14049,541226,0.0,0.0,0.0,47456.0,44890.77584531243,113378.94618967515,50.88,2016
OH-507,Ohio Balance of State CoC,3032.0,2587.0,445.0,1609.0,1423.0,2460.0,88.0,424.0,14.0,2547507,2412165,135342,5235702,0.0,0.0,0.0,41254.64737068687,57311.44492426207,119654.82616999793,50.88,2016
OH-508,"Canton, Massillon, Alliance/Stark County CoC",460.0,423.0,37.0,205.0,252.0,244.0,4.0,167.0,0.0,187210,176932,10278,373553,0.0,0.0,0.0,41983.0,45762.83047082155,109556.91495602862,50.88,2016
OK-500,North Central Oklahoma CoC,129.0,78.0,51.0,71.0,58.0,105.0,13.0,7.0,0.0,103001,98466,4535,221781,0.0,0.0,0.0,38407.341530609025,33521.887016370674,96764.38279152414,60.14,2016
OK-501,Tulsa City & County CoC,1043.0,893.0,150.0,599.0,444.0,578.0,41.0,267.0,8.0,317900,303589,14311,646328,0.0,0.0,0.0,54124.0,52505.95087277776,125015.42729794791,60.14,2016
OK-503,Oklahoma Balance of State CoC,295.0,114.0,181.0,152.0,143.0,188.0,15.0,22.0,0.0,150085,143565,6520,318135,0.0,0.0,0.0,37967.373234633094,30247.018534931303,89023.10330022153,60.13999999999999,2016
OK-504,Norman/Cleveland County CoC,138.0,92.0,46.0,83.0,55.0,124.0,13.0,6.0,0.0,139036,133913,5123,278062,0.0,0.0,0.0,42876.0,90723.27032688906,154561.55688772025,60.14,2016
OK-505,Northeast Oklahoma CoC,368.0,342.0,26.0,228.0,140.0,234.0,10.0,8.0,0.0,130860,124169,6691,304642,0.0,0.0,0.0,35178.9842897565,32488.98679054853,85113.2867288397,60.13999999999999,2016
OK-506,Southwest Oklahoma Regional CoC,187.0,147.0,40.0,141.0,46.0,103.0,0.0,71.0,0.0,178266,168866,9400,405565,0.0,0.0,0.0,37428.276993823434,28061.189042547285,87213.82514014165,60.14,2016
OK-507,Southeastern Oklahoma Regional CoC,436.0,217.0,219.0,242.0,194.0,297.0,22.0,53.0,7.0,263571,249787,13784,611160,0.0,0.0,0.0,35501.937859153084,29488.67374600796,81274.18899251796,60.1295626349892,2016
OR-500,"Eugene, Springfield/Lane County CoC",1451.0,517.0,934.0,980.0,468.0,1220.0,120.0,41.0,5.0,178047,169145,8902,369201,0.0,0.0,0.0,41557.0,164639.6448616885,244640.75943258477,51.269999999999996,2016
OR-501,"Portland, Gresham/Multnomah County CoC",3914.0,2027.0,1887.0,2385.0,1493.0,2638.0,429.0,585.0,32.0,442861,424464,18397,803630,0.0,0.0,0.0,51196.0,244314.48904755045,357940.8248050965,51.27,2016
OR-502,"Medford, Ashland/Jackson County CoC",527.0,288.0,239.0,325.0,201.0,424.0,74.0,39.0,2.0,101140,95428,5712,214600,0.0,0.0,0.0,42907.0,177675.58749074928,259923.26521727908,51.27,2016
OR-503,Central Oregon CoC,602.0,197.0,405.0,368.0,232.0,545.0,55.0,9.0,1.0,108799,103246,5553,226151,0.0,0.0,0.0,47225.04574819479,187176.27587139644,293536.369961925,51.269999999999996,2016
OR-505,Oregon Balance of State CoC,5710.0,1859.0,3851.0,3203.0,2493.0,5061.0,593.0,107.0,34.0,686298,649912,36386,1485564,0.0,0.0,0.0,39155.714910296694,142278.64569011735,218171.3093600074,51.27,2016
OR-506,"Hillsboro, Beaverton/Washington County CoC",571.0,193.0,378.0,377.0,193.0,475.0,81.0,31.0,5.0,312711,300084,12627,585358,0.0,0.0,0.0,54532.0,267433.2502138634,375013.99261819856,51.27,2016
OR-507,Clackamas County CoC,463.0,155.0,308.0,255.0,206.0,370.0,66.0,27.0,6.0,212188,203105,9083,407055,0.0,0.0,0.0,53410.0,253846.08085636212,367560.2483918078,51.27,2016
PA-501,Harrisburg/Dauphin County CoC,433.0,390.0,43.0,311.0,122.0,175.0,125.0,230.0,1.0,142301,135593,6708,274305,0.0,0.0,0.0,46997.0,64181.22892505166,145444.31283346075,49.8,2016
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",406.0,371.0,35.0,214.0,192.0,162.0,15.0,235.0,0.0,294655,280449,14206,563860,0.0,0.0,0.0,60743.0,79860.72786880843,184069.61278385136,49.8,2016
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",169.0,160.0,9.0,75.0,94.0,110.0,20.0,50.0,0.0,159198,149291,9907,317192,0.0,0.0,0.0,41793.0,36104.799845671485,95359.58566782133,49.8,2016
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",398.0,378.0,20.0,192.0,206.0,155.0,25.0,220.0,2.0,448108,429780,18328,820106,0.0,0.0,0.0,76115.0,167451.10139710928,272488.84434941,49.8,2016
PA-505,Chester County CoC,558.0,553.0,5.0,393.0,165.0,336.0,34.0,179.0,3.0,280797,270039,10758,516768,0.0,0.0,0.0,76006.0,193230.43700024567,322739.3337883801,49.8,2016
PA-506,Reading/Berks County CoC,521.0,518.0,3.0,343.0,178.0,359.0,174.0,159.0,1.0,213539,203031,10508,415911,0.0,0.0,0.0,46216.0,76249.53439862977,152233.19909278824,49.79999999999999,2016
PA-508,Scranton/Lackawanna County CoC,242.0,231.0,11.0,129.0,113.0,174.0,31.0,42.0,0.0,107087,101105,5982,211108,0.0,0.0,0.0,43928.0,42951.42760835231,105755.03245643202,49.79999999999999,2016
PA-509,Eastern Pennsylvania CoC,2599.0,1996.0,603.0,1428.0,1168.0,1957.0,432.0,540.0,8.0,1548237,1464929,83308,3100560,0.0,0.0,0.0,43566.09594589365,80617.74756302343,145215.32419588327,49.8,2016
PA-510,Lancaster City & County CoC,356.0,349.0,7.0,177.0,179.0,221.0,109.0,115.0,3.0,278301,266858,11443,538303,0.0,0.0,0.0,47916.0,129597.17091331113,197191.1649653321,49.8,2016
PA-511,"Bristol, Bensalem/Bucks County CoC",530.0,500.0,30.0,210.0,320.0,312.0,55.0,167.0,0.0,341373,325784,15589,626369,0.0,0.0,0.0,68118.0,187000.9032332022,291759.86131322157,49.8,2016
PA-512,York City & County CoC,365.0,294.0,71.0,197.0,165.0,254.0,53.0,95.0,2.0,235081,224336,10745,444012,0.0,0.0,0.0,46355.0,99680.50093384378,165461.42102822557,49.8,2016
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",1156.0,1108.0,48.0,673.0,481.0,385.0,19.0,675.0,7.0,648489,615242,33247,1226893,0.0,0.0,0.0,55332.0,52476.85054530101,127480.18532302411,49.8,2016
PA-601,Western Pennsylvania CoC,986.0,917.0,69.0,548.0,435.0,771.0,34.0,139.0,0.0,838214,785639,52575,1712912,0.0,0.0,0.0,44124.19493412388,40185.68602016066,102270.95841272043,49.8,2016
PA-603,Beaver County CoC,131.0,125.0,6.0,65.0,66.0,101.0,1.0,29.0,1.0,85443,80207,5236,166926,0.0,0.0,0.0,44259.0,43063.39626414722,111388.53859329845,49.8,2016
PA-605,Erie City & County CoC,377.0,367.0,10.0,220.0,157.0,241.0,22.0,111.0,2.0,133789,125178,8611,276639,0.0,0.0,0.0,41141.0,61283.11001033564,117278.01768847658,49.8,2016
RI-500,Rhode Island Statewide CoC,1160.0,1123.0,37.0,738.0,421.0,767.0,236.0,291.0,15.0,553234,524441,28793,1057816,0.0,0.0,0.0,50320.35037851574,160451.89563440735,238216.86629020228,49.27000000000001,2016
SC-500,Charleston/Low Country CoC,550.0,287.0,263.0,415.0,135.0,200.0,11.0,256.0,2.0,480011,459105,20906,1031986,0.0,0.0,0.0,46842.53353921468,127990.92690935059,236570.8733174518,61.7,2016
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",1829.0,1569.0,260.0,1108.0,719.0,963.0,55.0,779.0,14.0,694838,662818,32020,1498282,0.0,0.0,0.0,39653.66790363897,55245.378642991716,132431.68025676958,61.7,2016
SC-502,Columbia/Midlands CoC,1350.0,1015.0,335.0,915.0,434.0,418.0,27.0,880.0,4.0,719818,684313,35505,1517089,0.0,0.0,0.0,41061.759198043095,53643.92249920599,133386.992689109,61.699999999999996,2016
SC-503,"Myrtle Beach, Sumter City & County CoC",1322.0,490.0,832.0,819.0,503.0,578.0,34.0,711.0,1.0,391392,368067,23325,915674,0.0,0.0,0.0,35130.618522530945,50100.958779174136,119390.66106412733,61.7,2016
SD-500,South Dakota Statewide CoC,1072.0,887.0,185.0,616.0,456.0,322.0,46.0,72.0,2.0,416251,404288,11963,771562,0.0,0.0,0.0,50792.89669009101,97788.01699895102,164516.23460198237,45.54,2016
TN-500,Chattanooga/Southeast Tennessee CoC,527.0,450.0,77.0,310.0,217.0,314.0,14.0,205.0,0.0,317544,301710,15834,689349,0.0,0.0,0.0,41556.60715109473,63134.52402156165,133576.69982557083,58.11,2016
TN-501,Memphis/Shelby County CoC,1669.0,1548.0,121.0,1120.0,544.0,361.0,10.0,1293.0,1.0,434502,411215,23287,936716,0.0,0.0,0.0,45707.0,33205.22372083476,105593.53781174863,58.11,2016
TN-502,Knoxville/Knox County CoC,748.0,667.0,81.0,464.0,282.0,525.0,19.0,180.0,2.0,233831,224458,9373,456410,0.0,0.0,0.0,46426.0,77215.65220041668,161023.89566640332,58.11000000000001,2016
TN-503,Central Tennessee CoC,296.0,270.0,26.0,181.0,115.0,181.0,4.0,108.0,0.0,550309,526747,23562,1161716,0.0,0.0,0.0,49370.711697179,105721.34202058223,193456.36085454762,58.11000000000001,2016
TN-504,Nashville-Davidson County CoC,2365.0,1692.0,673.0,1841.0,522.0,1295.0,114.0,975.0,14.0,374155,360601,13554,686420,0.0,0.0,0.0,58817.0,129310.64928756664,215096.1195915876,58.11000000000001,2016
TN-506,Upper Cumberland CoC,249.0,187.0,62.0,122.0,127.0,222.0,3.0,13.0,0.0,223218,212154,11064,504694,0.0,0.0,0.0,36423.52464661755,74924.8942104058,138551.80314907042,58.11,2016
TN-507,Jackson/West Tennessee CoC,1541.0,163.0,1378.0,840.0,701.0,1029.0,46.0,460.0,4.0,288680,271420,17260,664466,0.0,0.0,0.0,35951.67297198051,35993.16487277311,90872.08251273107,58.11,2016
TN-509,Appalachian Regional CoC,448.0,299.0,149.0,307.0,141.0,398.0,12.0,32.0,0.0,223496,211712,11784,507587,0.0,0.0,0.0,36571.871962835925,50627.42237495288,107995.44834955581,58.11,2016
TN-510,Murfreesboro/Rutherford County CoC,306.0,187.0,119.0,180.0,126.0,225.0,0.0,69.0,0.0,163741,157663,6078,307724,0.0,0.0,0.0,39315.0,135757.2639666985,198957.6666656608,58.11,2016
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",630.0,310.0,320.0,335.0,285.0,590.0,16.0,28.0,2.0,296498,281271,15227,663793,0.0,0.0,0.0,36419.789997785454,62690.86926582771,126783.71398453241,58.10999999999999,2016
